id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
5VQpJ2AY2iMzrRZKgcvNjh,Tenemos Que Hablar,X 100PRE,7CjJb2mikwAWA1V6kewFBF,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],5,1,True,0.855,0.512,11,-8.165,1,0.0534,0.146,0.0008539999999999,0.107,0.144,146.075,224512,4.0,2018,2018-12-23
4vCAzANUWDE24URV6wQ4ra,Otra Noche en Miami,X 100PRE,7CjJb2mikwAWA1V6kewFBF,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],6,1,True,0.514,0.6459999999999999,1,-8.833,1,0.275,0.1969999999999999,2.3e-05,0.0958,0.297,88.661,233128,4.0,2018,2018-12-23
4UEuIEv9Wc3wtiWUplGJ7q,Ser Bichote,X 100PRE,7CjJb2mikwAWA1V6kewFBF,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],7,1,True,0.785,0.626,4,-8.03,0,0.0675,0.158,4.6e-06,0.181,0.183,154.946,193211,4.0,2018,2018-12-23
35wvL50xvKpCHEJPxLOLPI,Si Estuviésemos Juntos,X 100PRE,7CjJb2mikwAWA1V6kewFBF,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],8,1,True,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4.0,2018,2018-12-23
4uP3pUP18ennmz0tb3GphR,Solo de Mi,X 100PRE,7CjJb2mikwAWA1V6kewFBF,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],9,1,True,0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4.0,2018,2018-12-23
5mj8WVFcKdGA8p9HWGTSLc,Cuando Perriabas,X 100PRE,7CjJb2mikwAWA1V6kewFBF,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],10,1,True,0.787,0.705,0,-7.582000000000002,1,0.0695,0.1369999999999999,1.06e-06,0.108,0.499,81.99799999999998,188654,4.0,2018,2018-12-23
1khmgu0pveJbkbpbkyvcQv,La Romana,X 100PRE,7CjJb2mikwAWA1V6kewFBF,"['Bad Bunny', 'El Alfa']","['4q3ewBCX7sLwd24euuV69X', '2oQX8QiMXOyuqbcZEFsZfm']",11,1,True,0.655,0.725,0,-5.497000000000001,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4.0,2018,2018-12-23
69ZaPBHhRMRDjRpW1ivnOU,Como Antes,X 100PRE,7CjJb2mikwAWA1V6kewFBF,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],12,1,False,0.767,0.379,0,-10.348,1,0.0385,0.6679999999999999,0.000145,0.217,0.252,103.956,230578,4.0,2018,2018-12-23
6pZHZndlo57dPCYnvlYFOE,RLNDT,X 100PRE,7CjJb2mikwAWA1V6kewFBF,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],13,1,True,0.6,0.528,0,-6.553999999999999,1,0.0308,0.263,0.0,0.588,0.142,108.025,284853,4.0,2018,2018-12-23
2OWVCFTolecLiGZPquvWvT,Estamos Bien,X 100PRE,7CjJb2mikwAWA1V6kewFBF,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],14,1,False,0.759,0.536,9,-6.662999999999999,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080,4.0,2018,2018-12-23
3gE4eQH3K83Sght0ZLvuBK,MIA,X 100PRE,7CjJb2mikwAWA1V6kewFBF,"['Bad Bunny', 'Drake']","['4q3ewBCX7sLwd24euuV69X', '3TVXtAsR1Inumwj472S9r4']",15,1,False,0.816,0.5379999999999999,6,-6.354,0,0.0617,0.0142,0.000496,0.099,0.156,97.054,210368,4.0,2018,2018-12-23
1R2mapMAUiYqre6jcFX57g,Desde el Corazón,Más de un Siglo,0kTaCeKofQWaCUnXUPx6eW,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],3,1,False,0.7390000000000001,0.6629999999999999,10,-6.398,0,0.266,0.0529,0.0,0.198,0.368,180.025,127040,4.0,2018,2018-12-03
4t9a07PAghtQMRAIP9FQ7Z,Soltera - Remix,Épico,46xbsFOp9g1WqTidQEs7YT,"['Lunay', 'Daddy Yankee', 'Bad Bunny']","['47MpMsUfWtgyIIBEFOr4FE', '4VMYDCV2IEDYJArk749S6m', '4q3ewBCX7sLwd24euuV69X']",7,1,False,0.795,0.7829999999999999,5,-4.271,1,0.0432,0.361,0.0,0.4370000000000001,0.799,92.01,266087,4.0,2019,2019-10-25
58q2HKrzhC3ozto2nDdN4z,I Like It,Invasion of Privacy,4KdtEKjY3Gi0mKiSdy96ML,"['Cardi B', 'Bad Bunny', 'J Balvin']","['4kYSro6naA4h99UJvo89HB', '4q3ewBCX7sLwd24euuV69X', '1vyhD5VmyZ7KMfW5gqLgo5']",7,1,True,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.3720000000000001,0.65,136.048,253390,4.0,2018,2018-04-06
41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],1,1,False,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.8240000000000001,129.928,170972,4.0,2020,2020-02-28
6NfrH0ANGmgBXyxgV2PeXt,La Difícil,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2,1,True,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.7609999999999999,179.87,163084,4.0,2020,2020-02-28
75pQqzwgCjUOSSy5CpmAjy,Pero Ya No,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],3,1,False,0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982,160638,4.0,2020,2020-02-28
69vlMrzHwATKzupwNcUPyK,La Santa,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,"['Bad Bunny', 'Daddy Yankee']","['4q3ewBCX7sLwd24euuV69X', '4VMYDCV2IEDYJArk749S6m']",4,1,True,0.7440000000000001,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,206420,4.0,2020,2020-02-28
0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],5,1,False,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.4529999999999999,97.014,172127,4.0,2020,2020-02-28
4j4w4CXm6BSr0s25wAWrrX,Bichiyal,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,"['Bad Bunny', 'Yaviah']","['4q3ewBCX7sLwd24euuV69X', '0Y30TbA4p8SAfCzy2AFBa8']",6,1,True,0.737,0.7659999999999999,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956,196500,4.0,2020,2020-02-28
7sOfmPd18RWp3FoCzpa7Kw,Soliá,YHLQMDLG,5lJqux7orBlA1QzyiBGti1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],7,1,True,0.71,0.81,2,-5.5070000000000014,1,0.0854,0.1169999999999999,0.000132,0.154,0.184,92.041,159282,4.0,2020,2020-02-28
